Card_Name,Set,Card_type1,Card_type2,Modal,Mana_Cost,CMC,Phyrexian_Mana,Color,Rarity,Price
Khalni Hydra,ROE,Creature,,no,GGGGGGGG,8.0,no,G,M,14.73
Khenra Charioteer,AKH,Creature,,no,1RG,3.0,no,RG,U,0.14
Khenra Eternal,HOU,Creature,,no,1B,2.0,no,B,C,0.04
Khenra Scrapper,HOU,Creature,,no,2R,3.0,no,R,C,0.01
Kher Keep,TSR,LegendaryLand,,no,,0.0,no,colorless,R,0.71
Kheru Bloodsucker,KTK,Creature,,no,2B,3.0,no,B,U,0.09
Kheru Dreadmaw,KTK,Creature,,no,4B,5.0,no,B,C,0.06
Kheru Lich Lord,KTK,Creature,,no,3BGU,6.0,no,UBG,R,0.13
Kheru Mind-Eater,C17,Creature,,no,2B,3.0,no,B,R,0.96
Kheru Spellsnatcher,C19,Creature,,no,3U,4.0,no,U,R,0.08
Khorvath Brightflame,BBD,LegendaryCreature,,no,5R,6.0,no,R,R,0.65
Khorvath's Fury,BBD,Sorcery,,no,4R,5.0,no,R,R,2.41
"Kianne, Dean of Substance//Imbraham, Dean of Theory",STX,LegendaryCreature,LegendaryCreature,yes,2G2UU,7.0,no,UG,R,0.1
Kick in the Door,AFR,Sorcery,,no,R,1.0,no,R,C,0.04
"Kiki-Jiki, Mirror Breaker",IMA,LegendaryCreature,,no,2RRR,5.0,no,R,M,11.08
"Kiku, Night's Flower",CHK,LegendaryCreature,,no,BB,2.0,no,B,R,2.26
Kiku's Shadow,SOK,Sorcery,,no,BB,2.0,no,B,U,0.19
Killer Bees,ME3,Creature,,no,1GG,3.0,no,G,U,0.25
Killer Instinct,GPT,Enchantment,,no,4RG,6.0,no,RG,R,0.24
Killer Service,NCC,Enchantment,,no,2G,3.0,no,G,R,0.29
Killer Whale,TPR,Creature,,no,3UU,5.0,no,U,U,0.18
"Killian, Ink Duelist",STX,LegendaryCreature,,no,WB,2.0,no,WB,U,0.08
Killing Glare,GTC,Instant,,no,XB,1.0,no,B,U,0.11
Killing Wave,AVR,Sorcery,,no,XB,1.0,no,B,R,2.68
Kill Shot,SNC,Instant,,no,2W,3.0,no,W,C,0.01
Kill-Suit Cultist,DIS,Creature,,no,R,1.0,no,R,C,0.07
Kill Switch,NEM,Artifact,,no,3,3.0,no,colorless,R,1.13
Kiln Fiend,JMP,Creature,,no,1R,2.0,no,R,C,0.12
Kilnmouth Dragon,DDG,Creature,,no,5RR,7.0,no,R,R,0.73
Kiln Walker,NPH,ArtifactCreature,,no,3,3.0,no,colorless,U,0.1
Kindercatch,ISD,Creature,,no,3GGG,6.0,no,G,C,0.06
Kindle,A25,Instant,,no,1R,2.0,no,R,C,0.04
Kindled Fury,NEO,Instant,,no,R,1.0,no,R,C,0.01
Kindle the Carnage,DIS,Sorcery,,no,1RR,3.0,no,R,U,0.26
Kindly Ancestor//Ancestor's Embrace,VOW,Creature,Enchantment,yes,2W,3.0,no,W,C,0.01
Kindly Stranger//Demon-Possessed Witch,SOI,Creature,Creature,yes,2B,3.0,no,B,U,0.08
Kindred Boon,C17,Enchantment,,no,2WW,4.0,no,W,R,3.27
Kindred Charge,C17,Sorcery,,no,4RR,6.0,no,R,R,5.21
Kindred Discovery,C17,Enchantment,,no,3UU,5.0,no,U,R,22.13
Kindred Dominance,C17,Sorcery,,no,5BB,7.0,no,B,R,26.26
Kindred Summons,AFC,Instant,,no,5GG,7.0,no,G,R,2.51
Kinetic Augur,M21,Creature,,no,3R,4.0,no,R,U,0.01
King Cheetah,9ED,Creature,,no,3G,4.0,no,G,U,0.06
King Crab,ULG,Creature,,no,4UU,6.0,no,U,U,0.26
Kingfisher,UDS,Creature,,no,3U,4.0,no,U,C,0.07
King Harald's Revenge,KHM,Sorcery,,no,2G,3.0,no,G,C,0.01
"King Macar, the Gold-Cursed",JOU,LegendaryCreature,,no,2BB,4.0,no,B,R,0.51
King Narfi's Betrayal,KHM,Enchantment,,no,1UB,3.0,no,UB,R,0.14
King of the Pride,MH1,Creature,,no,2W,3.0,no,W,U,0.35
Kingpin's Pet,GTC,Creature,,no,1WB,3.0,no,WB,C,0.08
King's Assassin,POR,Creature,,no,1BB,3.0,no,B,R,5.11
King Suleiman,ARN,Creature,,no,1W,2.0,no,W,R,275.83
Kinjalli's Caller,XLN,Creature,,no,W,1.0,no,W,C,0.17
Kinjalli's Sunwing,XLN,Creature,,no,2W,3.0,no,W,R,1.74
"Kinnan, Bonder Prodigy",IKO,LegendaryCreature,,no,GU,2.0,no,UG,M,5.37
Kinsbaile Balloonist,LRW,Creature,,no,3W,4.0,no,W,C,0.16
Kinsbaile Borderguard,MOR,Creature,,no,1WW,3.0,no,W,R,1.0
Kinsbaile Cavalier,DDG,Creature,,no,3W,4.0,no,W,R,4.87
Kinsbaile Courier,CMR,Creature,,no,2W,3.0,no,W,C,0.01
Kinsbaile Skirmisher,DDO,Creature,,no,1W,2.0,no,W,C,0.02
Kinscaer Harpoonist,SHM,Creature,,no,3U,4.0,no,U,C,0.05
Kin-Tree Invocation,KTK,Sorcery,,no,BG,2.0,no,BG,U,0.11
Kin-Tree Warden,KTK,Creature,,no,G,1.0,no,G,C,0.04
"Kiora, Behemoth Beckoner",WAR,LegendaryPlaneswalker,,no,2GU,4.0,no,UG,U,0.68
Kiora Bests the Sea God,THB,Enchantment,,no,5UU,7.0,no,U,M,3.25
"Kiora, Master of the Depths",BFZ,LegendaryPlaneswalker,,no,2GU,4.0,no,UG,M,2.32
Kiora's Dambreaker,WAR,Creature,,no,5U,6.0,no,U,C,0.02
Kiora's Dismissal,JOU,Instant,,no,U,1.0,no,U,U,0.11
Kiora's Follower,DDO,Creature,,no,GU,2.0,no,UG,U,0.25
"Kiora, the Crashing Wave",DDO,LegendaryPlaneswalker,,no,2GU,4.0,no,UG,M,2.34
"Kira, Great Glass-Spinner",JMP,LegendaryCreature,,no,1UU,3.0,no,U,R,5.51
Kird Ape,EMA,Creature,,no,R,1.0,no,R,C,0.13
Kird Chieftain,M15,Creature,,no,3R,4.0,no,R,U,0.07
Kiri-Onna,SOK,Creature,,no,4U,5.0,no,U,U,0.26
Kirtar's Desire,ODY,Enchantment,,no,W,1.0,no,W,C,0.12
Kirtar's Wrath,VOC,Sorcery,,no,4WW,6.0,no,W,R,0.12
Kismet,ME4,Enchantment,,no,3W,4.0,no,W,R,0.42
Kiss of Death,P02,Sorcery,,no,4BB,6.0,no,B,U,0.3
Kiss of the Amesha,BBD,Sorcery,,no,4WU,6.0,no,WU,U,0.08
Kitchen Finks,UMA,Creature,,no,1GWGW,5.0,no,WG,U,0.5
Kitchen Imp,MH2,Creature,,no,3B,4.0,no,B,C,0.01
Kitesail,CN2,Artifact,,no,2,2.0,no,colorless,C,0.04
Kitesail Apprentice,WWK,Creature,,no,W,1.0,no,W,C,0.16
Kitesail Cleric,ZNR,Creature,,no,W,1.0,no,W,U,0.04
Kitesail Corsair,CMR,Creature,,no,1U,2.0,no,U,C,0.01
Kitesail Freebooter,M21,Creature,,no,1B,2.0,no,B,U,0.15
Kitesail Scout,BFZ,Creature,,no,W,1.0,no,W,C,0.03
Kitesail Skirmisher,CMR,Creature,,no,3U,4.0,no,U,C,0.01
Kite Shield,M12,Artifact,,no,0,0.0,no,colorless,U,0.19
Kithkin Armor,WTH,Enchantment,,no,W,1.0,no,W,C,0.12
Kithkin Daggerdare,LRW,Creature,,no,1G,2.0,no,G,C,0.05
Kithkin Greatheart,MMA,Creature,,no,1W,2.0,no,W,C,0.03
Kithkin Harbinger,LRW,Creature,,no,2W,3.0,no,W,U,0.21
Kithkin Healer,LRW,Creature,,no,2W,3.0,no,W,C,0.09
Kithkin Mourncaller,LRW,Creature,,no,2G,3.0,no,G,U,0.13
Kithkin Rabble,SHM,Creature,,no,3W,4.0,no,W,U,0.18
Kithkin Shielddare,SHM,Creature,,no,1W,2.0,no,W,C,0.05
Kithkin Spellduster,EVE,Creature,,no,4W,5.0,no,W,C,0.09
Kithkin Zealot,EVE,Creature,,no,1W,2.0,no,W,C,0.06
Kithkin Zephyrnaut,MOR,Creature,,no,2W,3.0,no,W,C,0.08
Kitsune Ace,NEO,Creature,,no,1W,2.0,no,W,C,0.05
Kitsune Blademaster,CHK,Creature,,no,2W,3.0,no,W,C,0.22
Kitsune Bonesetter,SOK,Creature,,no,2W,3.0,no,W,C,0.1
Kitsune Dawnblade,SOK,Creature,,no,4W,5.0,no,W,C,0.14
Kitsune Diviner,CHK,Creature,,no,W,1.0,no,W,C,0.1
Kitsune Healer,CHK,Creature,,no,3W,4.0,no,W,C,0.14
Kitsune Loreweaver,SOK,Creature,,no,1W,2.0,no,W,C,0.1
"Kitsune Mystic//Autumn-Tail, Kitsune Sage",CHK,Creature,LegendaryCreature,yes,3W,4.0,no,W,R,0.67
Kitsune Palliator,BOK,Creature,,no,2W,3.0,no,W,U,0.17
Kitsune Riftwalker,CHK,Creature,,no,1WW,3.0,no,W,C,0.09
"Kitt Kanto, Mayhem Diva",NCC,LegendaryCreature,,no,1RGW,4.0,no,WRG,M,0.24
"Kiyomaro, First to Stand",SOK,LegendaryCreature,,no,3WW,5.0,no,W,R,0.37
Kjeldoran Dead,ME2,Creature,,no,B,1.0,no,B,C,0.07
Kjeldoran Elite Guard,ME2,Creature,,no,3W,4.0,no,W,C,0.12
Kjeldoran Escort,ALL,Creature,,no,2WW,4.0,no,W,C,0.06
Kjeldoran Frostbeast,ME3,Creature,,no,3GW,5.0,no,WG,U,0.14
Kjeldoran Gargoyle,CSP,Creature,,no,5W,6.0,no,W,U,0.09
Kjeldoran Guard,ICE,Creature,,no,1W,2.0,no,W,C,0.06
Kjeldoran Home Guard,ME2,Creature,,no,3W,4.0,no,W,U,0.11
Kjeldoran Javelineer,CSP,Creature,,no,W,1.0,no,W,C,0.07
Kjeldoran Knight,ICE,Creature,,no,WW,2.0,no,W,R,1.29
Kjeldoran Outpost,VMA,Land,,no,,0.0,no,colorless,R,5.5
Kjeldoran Outrider,CSP,Creature,,no,1W,2.0,no,W,C,0.05
Kjeldoran Phalanx,ICE,Creature,,no,5W,6.0,no,W,R,1.32
Kjeldoran Pride,ALL,Enchantment,,no,1W,2.0,no,W,C,0.08
Kjeldoran Royal Guard,10E,Creature,,no,3WW,5.0,no,W,R,0.21
Kjeldoran Skycaptain,ME2,Creature,,no,4W,5.0,no,W,C,0.15
Kjeldoran Skyknight,ICE,Creature,,no,2W,3.0,no,W,C,0.11
Kjeldoran War Cry,CSP,Instant,,no,1W,2.0,no,W,C,0.1
Kjeldoran Warrior,ICE,Creature,,no,W,1.0,no,W,C,0.1
Klauth's Will,AFC,Instant,,no,XRRG,3.0,no,RG,R,0.73
"Klauth, Unrivaled Ancient",AFC,LegendaryCreature,,no,5RG,7.0,no,RG,M,6.53
"Klothys, God of Destiny",THB,LegendaryEnchantmentCreature,,no,1RG,3.0,no,RG,M,6.51
Klothys's Design,THB,Sorcery,,no,5G,6.0,no,G,U,0.03
Knacksaw Clique,SHM,Creature,,no,3U,4.0,no,U,R,3.31
Knight-Captain of Eos,ALA,Creature,,no,4W,5.0,no,W,R,3.62
Knighted Myr,MH2,ArtifactCreature,,no,2W,3.0,no,W,C,0.02
Knight Errant,7ED,Creature,,no,1W,2.0,no,W,C,0.05
Knight Exemplar,DDG,Creature,,no,1WW,3.0,no,W,R,8.74
Knighthood,7ED,Enchantment,,no,2W,3.0,no,W,U,0.22
Knightly Valor,JMP,Enchantment,,no,4W,5.0,no,W,C,0.01
Knight of Autumn,AFC,Creature,,no,1GW,3.0,no,WG,R,0.45
Knight of Cliffhaven,DDP,Creature,,no,1W,2.0,no,W,C,0.03
Knight of Dawn,TMP,Creature,,no,1WW,3.0,no,W,U,0.14
Knight of Dusk,10E,Creature,,no,1BB,3.0,no,B,U,0.21
Knight of Glory,M13,Creature,,no,1W,2.0,no,W,U,0.22
Knight of Grace,DOM,Creature,,no,1W,2.0,no,W,U,0.12
Knight of Infamy,M13,Creature,,no,1B,2.0,no,B,U,0.09
Knight of Malice,DOM,Creature,,no,1B,2.0,no,B,U,0.19
Knight of Meadowgrain,DDG,Creature,,no,WW,2.0,no,W,U,0.64
Knight of New Alara,ARB,Creature,,no,2GW,4.0,no,WG,R,0.95
Knight of New Benalia,DOM,Creature,,no,1W,2.0,no,W,C,0.03
Knight of Obligation,GTC,Creature,,no,3W,4.0,no,W,U,0.14
Knight of Old Benalia,MH1,Creature,,no,3WW,5.0,no,W,C,0.01
Knight of Sorrows,RNA,Creature,,no,4W,5.0,no,W,C,0.03
Knight of Stromgald,ME2,Creature,,no,BB,2.0,no,B,U,0.2
Knight of Sursi,TSR,Creature,,no,3W,4.0,no,W,C,0.01
Knight of the Ebon Legion,M20,Creature,,no,B,1.0,no,B,R,1.47
Knight of the Holy Nimbus,TSR,Creature,,no,WW,2.0,no,W,U,0.04
Knight of the Keep,ELD,Creature,,no,2W,3.0,no,W,C,0.02
Knight of the Last Breath,RNA,Creature,,no,5WB,7.0,no,WB,U,0.06
Knight of the Mists,VIS,Creature,,no,2U,3.0,no,U,C,0.1
Knight of the Pilgrim's Road,ORI,Creature,,no,2W,3.0,no,W,C,0.01
Knight of the Reliquary,IMA,Creature,,no,1GW,3.0,no,WG,R,1.58
Knight of the Skyward Eye,A25,Creature,,no,1W,2.0,no,W,C,0.03
Knight of the Stampede,RIX,Creature,,no,3G,4.0,no,G,C,0.19
Knight of the Tusk,JMP,Creature,,no,4WW,6.0,no,W,C,0.01
Knight of the White Orchid,VOC,Creature,,no,WW,2.0,no,W,R,0.41
Knight of Valor,VIS,Creature,,no,2W,3.0,no,W,C,0.07
Knights' Charge,ELD,Enchantment,,no,1WB,3.0,no,WB,R,0.67
Knights of the Black Rose,CN2,Creature,,no,3WB,5.0,no,WB,U,0.55
Knights of Thorn,ME1,Creature,,no,3W,4.0,no,W,C,15.78
Knight's Pledge,OAN,Enchantment,,no,1W,2.0,no,W,C,0.02
Knight Watch,GTC,Sorcery,,no,4W,5.0,no,W,C,0.02
Knockout Blow,SNC,Instant,,no,2W,3.0,no,W,U,0.03
Knollspine Dragon,SHM,Creature,,no,5RR,7.0,no,R,R,2.49
Knollspine Invocation,SHM,Enchantment,,no,1RR,3.0,no,R,R,0.3
Knotvine Mystic,CON,Creature,,no,RGW,3.0,no,WRG,U,0.32
Knotvine Paladin,DDG,Creature,,no,GW,2.0,no,WG,R,0.23
Knowledge and Power,JOU,Enchantment,,no,4R,5.0,no,R,U,0.04
Knowledge Exploitation,MOR,TribalSorcery,,no,5UU,7.0,no,U,R,12.84
Knowledge Pool,MBS,Artifact,,no,6,6.0,no,colorless,R,0.54
Knowledge Vault,ME3,Artifact,,no,4,4.0,no,colorless,U,80.86
Knucklebone Witch,LRW,Creature,,no,B,1.0,no,B,R,1.32
Kobold Drill Sergeant,ME3,Creature,,no,1R,2.0,no,R,U,16.02
Kobold Overlord,ME3,Creature,,no,1R,2.0,no,R,U,111.45
Kobolds of Kher Keep,ME3,Creature,,no,0,0.0,no,R,C,2.86
Kobold Taskmaster,ME3,Creature,,no,1R,2.0,no,R,C,0.31
Kodama of the Center Tree,BOK,LegendaryCreature,,no,4G,5.0,no,G,R,0.47
Kodama of the East Tree,CMR,LegendaryCreature,,no,4GG,6.0,no,G,R,3.08
Kodama of the North Tree,CHK,LegendaryCreature,,no,2GGG,5.0,no,G,R,0.98
Kodama of the South Tree,CHK,LegendaryCreature,,no,2GG,4.0,no,G,R,0.98
Kodama of the West Tree,NEO,LegendaryCreature,,no,2G,3.0,no,G,M,5.43
Kodama's Might,CHK,Instant,,no,G,1.0,no,G,C,0.11
Kodama's Reach,NCC,Sorcery,,no,2G,3.0,no,G,C,1.37
"Kogla, the Titan Ape",IKO,LegendaryCreature,,no,3GGG,6.0,no,G,R,0.78
"Kokusho, the Evening Star",IMA,LegendaryCreature,,no,4BB,6.0,no,B,R,23.07
Kolaghan Aspirant,DTK,Creature,,no,1R,2.0,no,R,C,0.03
Kolaghan Forerunners,DTK,Creature,,no,2R,3.0,no,R,U,0.09
Kolaghan Monument,IMA,Artifact,,no,3,3.0,no,colorless,U,0.1
Kolaghan's Command,DTK,Instant,,no,1BR,3.0,no,BR,R,11.19
Kolaghan Skirmisher,DTK,Creature,,no,1B,2.0,no,B,C,0.01
Kolaghan Stormsinger,DTK,Creature,,no,R,1.0,no,R,C,0.05
"Kolaghan, the Storm's Fury",C17,LegendaryCreature,,no,3BR,5.0,no,BR,R,0.49
"Koll, the Forgemaster",KHM,LegendaryCreature,,no,RW,2.0,no,WR,U,0.07
"Kolvori, God of Kinship//The Ringhart Crest",KHM,LegendaryCreature,LegendaryArtifact,yes,2GG1G,6.0,no,G,R,0.18
"Koma, Cosmos Serpent",KHM,LegendaryCreature,,no,3GGUU,7.0,no,UG,M,7.14
Komainu Battle Armor,NEC,ArtifactCreature,,no,2R,3.0,no,R,R,0.5
Koma's Faithful,KHM,Creature,,no,2B,3.0,no,B,C,0.01
"Konda, Lord of Eiganjo",CHK,LegendaryCreature,,no,5WW,7.0,no,W,R,9.32
Konda's Banner,CHK,LegendaryArtifact,,no,2,2.0,no,colorless,R,19.39
Konda's Hatamoto,CHK,Creature,,no,1W,2.0,no,W,U,0.26
Kongming's Contraptions,PTK,Creature,,no,3W,4.0,no,W,R,92.79
"Kongming, ""Sleeping Dragon""",A25,LegendaryCreature,,no,2WW,4.0,no,W,U,0.22
Kookus,VIS,Creature,,no,3RR,5.0,no,R,R,1.41
"Kopala, Warden of Waves",XLN,LegendaryCreature,,no,1UU,3.0,no,U,R,0.54
Kor Aeronaut,DDF,Creature,,no,WW,2.0,no,W,U,0.05
Kor Blademaster,ZNR,Creature,,no,1W,2.0,no,W,U,0.1
Kor Bladewhirl,BFZ,Creature,,no,1W,2.0,no,W,U,0.09
Kor Cartographer,KHC,Creature,,no,3W,4.0,no,W,C,0.01
Kor Castigator,BFZ,Creature,,no,1W,2.0,no,W,C,0.01
Kor Celebrant,ZNR,Creature,,no,2W,3.0,no,W,C,0.1
Kor Chant,TPR,Instant,,no,2W,3.0,no,W,U,0.04
Kor Dirge,TSR,Instant,,no,2B,3.0,no,B,U,0.01
Kor Duelist,MM2,Creature,,no,W,1.0,no,W,U,0.15
Kor Entanglers,BFZ,Creature,,no,4W,5.0,no,W,U,0.04
Kor Firewalker,A25,Creature,,no,WW,2.0,no,W,U,0.25
Kor Haven,NEM,LegendaryLand,,no,,0.0,no,colorless,R,13.75
Kor Hookmaster,MM3,Creature,,no,2W,3.0,no,W,C,0.03
"Korlash, Heir to Blackblade",FUT,LegendaryCreature,,no,2BB,4.0,no,B,R,2.85
Kor Line-Slinger,ROE,Creature,,no,1W,2.0,no,W,C,0.09
Kormus Bell,ME4,Artifact,,no,4,4.0,no,colorless,R,3.92
Kor Outfitter,ZEN,Creature,,no,WW,2.0,no,W,C,0.41
Korozda Gorgon,DGM,Creature,,no,3BG,5.0,no,BG,U,0.07
Korozda Guildmage,CMA,Creature,,no,BG,2.0,no,BG,U,0.1
Korozda Monitor,RTR,Creature,,no,2GG,4.0,no,G,C,0.02
Kor Sanctifiers,C15,Creature,,no,2W,3.0,no,W,C,0.09
Kor Scythemaster,OGW,Creature,,no,2W,3.0,no,W,C,0.01
Kor Sky Climber,OGW,Creature,,no,2W,3.0,no,W,C,0.01
Kor Skyfisher,MM3,Creature,,no,1W,2.0,no,W,C,0.22
Kor Spiritdancer,JMP,Creature,,no,1W,2.0,no,W,R,2.62
"Korvold, Fae-Cursed King",ELD,LegendaryCreature,,no,2BRG,5.0,no,BRG,M,23.66
"Kosei, Penitent Warlord",NEC,LegendaryCreature,,no,1GG,3.0,no,G,R,0.19
Koskun Falls,HML,WorldEnchantment,,no,2BB,4.0,no,B,R,9.93
Koskun Keep,HML,Land,,no,,0.0,no,colorless,U,0.15
Koth of the Hammer,DDI,LegendaryPlaneswalker,,no,2RR,4.0,no,R,M,4.32
"Kothophed, Soul Hoarder",ORI,LegendaryCreature,,no,4BB,6.0,no,B,R,0.27
Koth's Courier,MBS,Creature,,no,1RR,3.0,no,R,C,0.04
"Kotori, Pilot Prodigy",NEC,LegendaryCreature,,no,1WU,3.0,no,WU,M,0.23
"Kotose, the Silent Spider",NEO,LegendaryCreature,,no,3UB,5.0,no,UB,R,0.08
"Kozilek, Butcher of Truth",2X2,LegendaryCreature,,no,10,1.0,no,colorless,M,65.01
Kozilek's Channeler,BFZ,Creature,,no,5,5.0,no,colorless,C,0.17
Kozilek's Pathfinder,OGW,Creature,,no,6,6.0,no,colorless,C,0.08
Kozilek's Predator,2XM,Creature,,no,3G,4.0,no,G,C,0.05
Kozilek's Return,OGW,Instant,,no,2R,3.0,no,R,M,1.53
Kozilek's Sentinel,BFZ,Creature,,no,1R,2.0,no,R,C,0.03
Kozilek's Shrieker,OGW,Creature,,no,2B,3.0,no,B,C,0.04
Kozilek's Translator,OGW,Creature,,no,4B,5.0,no,B,C,0.08
"Kozilek, the Great Distortion",OGW,LegendaryCreature,,no,8CC,10.0,no,colorless,M,17.98
Kragma Butcher,BNG,Creature,,no,2R,3.0,no,R,C,0.04
Kragma Warcaller,THS,Creature,,no,3BR,5.0,no,BR,U,0.1
Kraken Hatchling,BBD,Creature,,no,U,1.0,no,U,C,0.04
Kraken of the Straits,BNG,Creature,,no,5UU,7.0,no,U,U,0.25
Kraken's Eye,M12,Artifact,,no,2,2.0,no,colorless,U,0.09
Krakilin,TPR,Creature,,no,XGG,2.0,no,G,R,0.17
Kranioceros,CON,Creature,,no,4R,5.0,no,R,C,0.04
Krark-Clan Engineers,5DN,Creature,,no,3R,4.0,no,R,U,0.1
Krark-Clan Grunt,MRD,Creature,,no,2R,3.0,no,R,C,0.11
Krark-Clan Ironworks,5DN,Artifact,,no,4,4.0,no,colorless,U,10.75
Krark-Clan Ogre,5DN,Creature,,no,3RR,5.0,no,R,C,0.03
Krark-Clan Shaman,MRD,Creature,,no,R,1.0,no,R,C,0.38
Krark-Clan Stoker,DST,Creature,,no,2R,3.0,no,R,C,0.08
Krark's Thumb,MRD,LegendaryArtifact,,no,2,2.0,no,colorless,R,10.05
"Krark, the Thumbless",PHE,LegendaryCreature,,no,1R,2.0,no,R,R,0.63
Krasis Incubation,DGM,Enchantment,,no,2GU,4.0,no,UG,U,0.07
Kraul Foragers,GRN,Creature,,no,4G,5.0,no,G,C,0.03
Kraul Harpooner,GRN,Creature,,no,1G,2.0,no,G,U,0.05
Kraul Raider,GRN,Creature,,no,2B,3.0,no,B,C,0.12
Kraul Stinger,WAR,Creature,,no,2G,3.0,no,G,C,0.04
Kraul Swarm,GRN,Creature,,no,4B,5.0,no,B,U,0.03
Kraul Warrior,BBD,Creature,,no,1G,2.0,no,G,C,0.01
"Kraum, Ludevic's Opus",C16,LegendaryCreature,,no,3UR,5.0,no,UR,R,3.13
"Krav, the Unredeemed",BBD,LegendaryCreature,,no,4B,5.0,no,B,R,4.05
"Krenko, Mob Boss",JMP,LegendaryCreature,,no,2RR,4.0,no,R,R,3.81
Krenko's Command,DDT,Sorcery,,no,1R,2.0,no,R,C,0.23
Krenko's Enforcer,M15,Creature,,no,1RR,3.0,no,R,C,0.04
"Krenko, Tin Street Kingpin",NEC,LegendaryCreature,,no,2R,3.0,no,R,R,0.39
Kresh the Bloodbraided,NCC,LegendaryCreature,,no,2BRG,5.0,no,BRG,M,1.06
Kris Mage,MMQ,Creature,,no,R,1.0,no,R,C,0.15
Kronch Wrangler,WAR,Creature,,no,1G,2.0,no,G,C,0.01
Krond the Dawn-Clad,PCA,LegendaryCreature,,no,GGGWWW,6.0,no,WG,M,0.84
Krosan Archer,ODY,Creature,,no,3G,4.0,no,G,C,0.12
Krosan Avenger,ODY,Creature,,no,2G,3.0,no,G,C,0.1
Krosan Beast,ODY,Creature,,no,3G,4.0,no,G,R,8.55
Krosan Cloudscraper,TSB,Creature,,no,7GGG,10.0,no,G,S,0.4
Krosan Colossus,A25,Creature,,no,6GGG,9.0,no,G,U,0.09
Krosan Constrictor,TOR,Creature,,no,3G,4.0,no,G,C,0.09
Krosan Drover,SCG,Creature,,no,3G,4.0,no,G,C,0.19
Krosan Druid,DOM,Creature,,no,2G,3.0,no,G,C,0.02
Krosan Grip,C21,Instant,,no,2G,3.0,no,G,U,0.48
Krosan Groundshaker,ONS,Creature,,no,4GGG,7.0,no,G,U,0.05
Krosan Reclamation,JUD,Instant,,no,1G,2.0,no,G,U,0.09
Krosan Restorer,TOR,Creature,,no,2G,3.0,no,G,C,0.37
Krosan Tusker,MH1,Creature,,no,5GG,7.0,no,G,C,0.05
Krosan Verge,MIC,Land,,no,,0.0,no,colorless,U,0.24
Krosan Vorine,VMA,Creature,,no,3G,4.0,no,G,C,0.1
Krosan Warchief,C13,Creature,,no,2G,3.0,no,G,U,0.21
Krosan Wayfarer,JUD,Creature,,no,G,1.0,no,G,C,0.24
"Kros, Defense Contractor",NCC,LegendaryCreature,,no,1GWU,4.0,no,WUG,M,0.25
Krovikan Elementalist,ICE,Creature,,no,BB,2.0,no,B,U,0.11
Krovikan Fetish,ME2,Enchantment,,no,2B,3.0,no,B,C,0.05
Krovikan Horror,ME2,Creature,,no,3B,4.0,no,B,R,2.78
Krovikan Mist,DDM,Creature,,no,1U,2.0,no,U,C,0.15
Krovikan Plague,ALL,Enchantment,,no,2B,3.0,no,B,U,0.11
Krovikan Rot,CSP,Instant,,no,2B,3.0,no,B,U,0.1
Krovikan Scoundrel,CSP,Creature,,no,1B,2.0,no,B,C,0.08
Krovikan Sorcerer,VMA,Creature,,no,2U,3.0,no,U,C,0.1
Krovikan Vampire,ME2,Creature,,no,3BB,5.0,no,B,U,0.22
Krovikan Whispers,CSP,Enchantment,,no,3U,4.0,no,U,U,0.09
"Kroxa, Titan of Death's Hunger",THB,LegendaryCreature,,no,BR,2.0,no,BR,M,22.51
"K'rrik, Son of Yawgmoth",C19,LegendaryCreature,,no,4BBB,7.0,yes,B,R,7.25
Kruin Outlaw//Terror of Kruin Pass,ISD,Creature,Creature,yes,1RR,3.0,no,R,R,2.89
Kruin Striker,DDS,Creature,,no,1R,2.0,no,R,C,0.03
Krumar Bond-Kin,KTK,Creature,,no,3BB,5.0,no,B,C,0.05
"Kruphix, God of Horizons",JOU,LegendaryEnchantmentCreature,,no,3GU,5.0,no,UG,M,4.98
Kruphix's Insight,C18,Sorcery,,no,2G,3.0,no,G,C,0.15
Krydle of Baldur's Gate,AFR,LegendaryCreature,,no,UB,2.0,no,UB,U,0.15
Kry Shield,LEG,Artifact,,no,2,2.0,no,colorless,U,3.28
Kudzu,ME4,Enchantment,,no,1GG,3.0,no,G,U,3.46
Kujar Seedsculptor,DDU,Creature,,no,1G,2.0,no,G,C,0.03
Kukemssa Pirates,MIR,Creature,,no,3U,4.0,no,U,R,3.88
Kukemssa Serpent,MIR,Creature,,no,3U,4.0,no,U,C,0.07
Kuldotha Flamefiend,2XM,Creature,,no,4RR,6.0,no,R,U,0.03
Kuldotha Forgemaster,2XM,ArtifactCreature,,no,5,5.0,no,colorless,R,3.81
Kuldotha Phoenix,SOM,Creature,,no,2RRR,5.0,no,R,R,0.27
Kuldotha Rebirth,SOM,Sorcery,,no,R,1.0,no,R,C,0.26
Kuldotha Ringleader,MBS,Creature,,no,4R,5.0,no,R,C,0.03
Kulrath Knight,SHM,Creature,,no,3BRBR,7.0,no,BR,U,0.82
Kumano Faces Kakkazan//Etching of Kumano,NEO,Enchantment,EnchantmentCreature,yes,R,1.0,no,R,U,0.15
"Kumano, Master Yamabushi",CHK,LegendaryCreature,,no,3RR,5.0,no,R,R,0.28
Kumano's Blessing,BOK,Enchantment,,no,2R,3.0,no,R,C,0.06
Kumano's Pupils,CHK,Creature,,no,4R,5.0,no,R,U,0.07
